Name,ID,Copy_Number,ArtistName
Custard Pie,2821115,1,Led Zeppelin
Houses Of The Holy,2821115,1,Led Zeppelin
In My Time Of Dying,2821115,1,Led Zeppelin
Kashmir,2821115,1,Led Zeppelin
The Rover,2821115,1,Led Zeppelin
Trampled Under Foot,2821115,1,Led Zeppelin
A Rua,36545150,1,Ed Motta
Agora Que O Dia Acordou,36545150,1,Ed Motta
Baixo Rio,36545150,1,Ed Motta
Do You Have Other Loves?,36545150,1,Ed Motta
Entre E Ouça,36545150,1,Ed Motta
Já!!!,36545150,1,Ed Motta
Manuel,36545150,1,Ed Motta
Seis Da Tarde,36545150,1,Ed Motta
Solução,36545150,1,Ed Motta
Sombras Do Meu Destino,36545150,1,Ed Motta
Um Contrato Com Deus,36545150,1,Ed Motta
Um Jantar Pra Dois,36545150,1,Ed Motta
Um Love,36545150,1,Ed Motta
Vamos Dançar,36545150,1,Ed Motta
A Man And A Woman,45635745,1,U2
All Because Of You,45635745,1,U2
City Of Blinding Lights,45635745,1,U2
Crumbs From Your Table,45635745,1,U2
Love And Peace Or Else,45635745,1,U2
Miracle Drug,45635745,1,U2
One Step Closer,45635745,1,U2
Original Of The Species,45635745,1,U2
Sometimes You Can't Make It On Your Own,45635745,1,U2
Vertigo,45635745,1,U2
Yahweh,45635745,1,U2
Bring It On Home,48455604,1,Led Zeppelin
Living Loving Maid (She's Just A Woman),48455604,1,Led Zeppelin
Moby Dick,48455604,1,Led Zeppelin
Ramble On,48455604,1,Led Zeppelin
The Lemon Song,48455604,1,Led Zeppelin
What Is And What Should Never Be,48455604,1,Led Zeppelin
Black Dog,57000878,1,Led Zeppelin
Going To California,57000878,1,Led Zeppelin
Heartbreaker,57000878,1,Led Zeppelin
Immigrant Song,57000878,1,Led Zeppelin
Since I've Been Loving You,57000878,1,Led Zeppelin
Stairway To Heaven,57000878,1,Led Zeppelin
Thank You,57000878,1,Led Zeppelin
That's The Way,57000878,1,Led Zeppelin
Whole Lotta Love (Medley),57000878,1,Led Zeppelin
Colibri,64694805,1,Incognito
Dark Side Of The Cog,64694805,1,Incognito
Deep Waters,64694805,1,Incognito
Gypsy,64694805,1,Incognito
Jacob's Ladder,64694805,1,Incognito
Journey Into Sunlight,64694805,1,Incognito
L'Arc En Ciel De Miles,64694805,1,Incognito
Love Is The Colour,64694805,1,Incognito
Magnetic Ocean,64694805,1,Incognito
Millenium,64694805,1,Incognito
She Wears Black,64694805,1,Incognito
Sunchild,64694805,1,Incognito
Thinking 'Bout Tomorrow,64694805,1,Incognito
Fast As a Shark,66439137,1,Accept
Princess of the Dawn,66439137,1,Accept
Restless and Wild,66439137,1,Accept
Cartao Postal,70847531,1,Olodum
Denúncia,70847531,1,Olodum
Faraó Divindade Do Egito,70847531,1,Olodum
Jeito Faceiro,70847531,1,Olodum
Madagáscar Olodum,70847531,1,Olodum
Nossa Gente (Avisa Là),70847531,1,Olodum
Olodum - Alegria Geral,70847531,1,Olodum
Olodum - Smile (Instrumental),70847531,1,Olodum
Protesto Do Olodum (Ao Vivo),70847531,1,Olodum
Reggae Odoyá,70847531,1,Olodum
Requebra,70847531,1,Olodum
Revolta Olodum,70847531,1,Olodum
Todo Amor (Asas Da Liberdade),70847531,1,Olodum
(I Can't Help) Falling In Love With You,73448015,1,UB40
Bring Me Your Cup,73448015,1,UB40
C'est La Vie,73448015,1,UB40
Here I Am (Come And Take Me),73448015,1,UB40
Higher Ground,73448015,1,UB40
Homely Girl,73448015,1,UB40
I Would Do For You,73448015,1,UB40
Kingston Town,73448015,1,UB40
Reggae Music,73448015,1,UB40
Superstition,73448015,1,UB40
Until My Dying Day,73448015,1,UB40
Wear You To The Ball,73448015,1,UB40
Where Did I Go Wrong,73448015,1,UB40
Bleed The Freak,89544725,1,Alice In Chains
Confusion,89544725,1,Alice In Chains
I Can't Remember,89544725,1,Alice In Chains
I Know Somethin (Bout You),89544725,1,Alice In Chains
It Ain't Like That,89544725,1,Alice In Chains
Man In The Box,89544725,1,Alice In Chains
Put You Down,89544725,1,Alice In Chains
Real Thing,89544725,1,Alice In Chains
Sea Of Sorrow,89544725,1,Alice In Chains
Sunshine,89544725,1,Alice In Chains
We Die Young,89544725,1,Alice In Chains
Aneurysm,90994472,1,Nirvana
Been A Son,90994472,1,Nirvana
Blew,90994472,1,Nirvana
Breed,90994472,1,Nirvana
Drain You,90994472,1,Nirvana
Heart-Shaped Box,90994472,1,Nirvana
Intro,90994472,1,Nirvana
Lithium,90994472,1,Nirvana
Milk It,90994472,1,Nirvana
Negative Creep,90994472,1,Nirvana
Polly,90994472,1,Nirvana
Scentless Apprentice,90994472,1,Nirvana
School,90994472,1,Nirvana
Sliver,90994472,1,Nirvana
Smells Like Teen Spirit,90994472,1,Nirvana
Spank Thru,90994472,1,Nirvana
Tourette's,90994472,1,Nirvana
Beth,101400480,1,Kiss
Black Diamond,101400480,1,Kiss
Calling Dr. Love,101400480,1,Kiss
Cold Gin,101400480,1,Kiss
Detroit Rock City,101400480,1,Kiss
Deuce,101400480,1,Kiss
Do You Love Me,101400480,1,Kiss
God Gave Rock 'n' Roll To You,101400480,1,Kiss
God Of Thunder,101400480,1,Kiss
Goin' Blind,101400480,1,Kiss
Hard Luck Woman,101400480,1,Kiss
I Was Made For Loving You,101400480,1,Kiss
Love Gun,101400480,1,Kiss
Plaster Caster,101400480,1,Kiss
Rock And Roll All Nite,101400480,1,Kiss
She,101400480,1,Kiss
Shock Me,101400480,1,Kiss
Shout It Out Loud,101400480,1,Kiss
Strutter,101400480,1,Kiss
Sure Know Something,101400480,1,Kiss
American Idiot,105082409,1,Green Day
Are We The Waiting,105082409,1,Green Day
Boulevard Of Broken Dreams,105082409,1,Green Day
Extraordinary Girl,105082409,1,Green Day
Give Me Novacaine,105082409,1,Green Day
Holiday,105082409,1,Green Day
Homecoming / The Death Of St. Jimmy / East 12th St. / Nobody Likes You / Rock And Roll Girlfriend / We're Coming Home Again,105082409,1,Green Day
Jesus Of Suburbia / City Of The Damned / I Don't Care / Dearly Beloved / Tales Of Another Broken Home,105082409,1,Green Day
Letterbomb,105082409,1,Green Day
She's A Rebel,105082409,1,Green Day
St. Jimmy,105082409,1,Green Day
Wake Me Up When September Ends,105082409,1,Green Day
Whatsername,105082409,1,Green Day
Bitter Suite: Brief Encounter / Lost Weekend / Blue Angel,105656734,1,Marillion
Blind Curve: Vocal Under A Bloodlight / Passing Strangers / Mylo / Perimeter Walk / Threshold,105656734,1,Marillion
Childhoods End?,105656734,1,Marillion
Heart Of Lothian: Wide Boy / Curtain Call,105656734,1,Marillion
Kayleigh,105656734,1,Marillion
Lavender,105656734,1,Marillion
Lords Of The Backstage,105656734,1,Marillion
Pseudo Silk Kimono,105656734,1,Marillion
Waterhole (Expresso Bongo),105656734,1,Marillion
White Feather,105656734,1,Marillion
2 A.M.,121692047,1,Iron Maiden
Blood On The World's Hands,121692047,1,Iron Maiden
Fortunes Of War,121692047,1,Iron Maiden
Judgement Of Heaven,121692047,1,Iron Maiden
